UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP 
150251,"R",58,"R",80,"R",73,"R",26,"Z",0,"R",26,"R",11,"R",42,"R",35,"Z",0,"R",35,"R",16,"R",46
150303,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",36,"R",86,"Z",0,"Z",0,"R",0,"Z",0,"A",
150400,"R",664,"R",664,"R",100,"R",596,"R",0,"R",596,"R",521,"R",87,"Z",0,"Z",0,"R",0,"Z",0,"A",
150428,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",4,"R",44,"R",8,"R",0,"R",8,"R",8,"R",100
150437,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",19,"R",90,"R",12,"R",0,"R",12,"R",9,"R",75
150455,"R",300,"R",300,"R",100,"R",300,"R",1,"R",299,"R",252,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
150525,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",13,"R",62,"R",0,"R",0,"R",0,"R",0,"A",
150534,"R",652,"R",709,"R",92,"R",644,"R",8,"R",636,"R",531,"R",83,"Z",0,"Z",0,"R",0,"Z",0,"A",
150561,"R",77,"R",103,"R",75,"R",86,"R",0,"R",86,"R",51,"R",59,"R",5,"R",0,"R",5,"R",1,"R",20
150604,"R",383,"R",463,"R",83,"R",309,"Z",0,"R",309,"R",215,"R",70,"R",15,"Z",0,"R",15,"R",7,"R",47
150640,"R",9,"R",9,"R",100,"R",7,"R",0,"R",7,"R",6,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
150668,"R",202,"R",297,"R",68,"R",206,"R",0,"R",206,"R",173,"R",84,"R",3,"R",0,"R",3,"R",1,"R",33
150677,"R",247,"R",281,"R",88,"R",244,"Z",0,"R",244,"R",193,"R",79,"Z",0,"Z",0,"R",0,"Z",0,"A",
150695,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",23,"R",85,"R",0,"R",0,"R",0,"R",0,"A",
150710,"A",,"A",,"A",,"R",242,"R",0,"R",242,"R",184,"R",76,"R",0,"R",0,"R",0,"R",0,"A",
150756,"R",231,"R",239,"R",97,"R",230,"Z",0,"R",230,"R",178,"R",77,"Z",0,"Z",0,"R",0,"Z",0,"A",
150765,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",34,"R",92,"R",0,"R",0,"R",0,"R",0,"A",
