"ID","Year","Retention","Type"
191302,2004,54,"FT"
191339,2004,62,"FT"
191612,2004,59,"FT"
191649,2004,74,"FT"
191719,2004,51,"FT"
191986,2004,63,"FT"
192022,2004,58,"FT"
192448,2004,70,"FT"
193016,2004,54,"FT"
193265,2004,84,"FT"
193283,2004,59,"FT"
193292,2004,84,"FT"
193308,2004,44,"FT"
193326,2004,67,"FT"
193478,2004,70,"FT"
193654,2004,81,"FT"
193900,2004,92,"FT"
193946,2004,62,"FT"
194028,2004,54,"FT"
194091,2004,74,"FT"
194222,2004,63,"FT"
194240,2004,67,"FT"
194310,2004,76,"FT"
195003,2004,84,"FT"
195058,2004,59,"FT"
195067,2004,74,"FT"
195173,2004,76,"FT"
195322,2004,54,"FT"
195544,2004,86,"FT"
195988,2004,45,"FT"
196042,2004,68,"FT"
196060,2004,84,"FT"
196079,2004,92,"FT"
196088,2004,84,"FT"
196130,2004,78,"FT"
196264,2004,39,"FT"
196389,2004,87,"FT"
196413,2004,93,"FT"
196565,2004,49,"FT"
196592,2004,92,"FT"
196699,2004,62,"FT"
197294,2004,60,"FT"
197814,2004,58,"FT"
197850,2004,46,"FT"
197887,2004,57,"FT"
197966,2004,56,"FT"
198011,2004,47,"FT"
198039,2004,40,"FT"
198084,2004,55,"FT"
198118,2004,53,"FT"
198136,2004,82,"FT"
198154,2004,59,"FT"
198206,2004,74,"FT"
198233,2004,62,"FT"
198251,2004,43,"FT"
198260,2004,62,"FT"
198321,2004,51,"FT"
198330,2004,60,"FT"
198367,2004,78,"FT"
198376,2004,67,"FT"
198455,2004,60,"FT"
198464,2004,79,"FT"
198534,2004,49,"FT"
198543,2004,73,"FT"
198552,2004,59,"FT"
198570,2004,54,"FT"
198622,2004,54,"FT"
198640,2004,46,"FT"
198668,2004,49,"FT"
198710,2004,59,"FT"
198729,2004,62,"FT"
198774,2004,65,"FT"
198817,2004,16,"FT"
198905,2004,46,"FT"
198914,2004,36,"FT"
198923,2004,44,"FT"
198969,2004,62,"FT"
198987,2004,51,"FT"
199023,2004,60,"FT"
199069,2004,66,"FT"
199087,2004,54,"FT"
199102,2004,73,"FT"
199139,2004,77,"FT"
199148,2004,77,"FT"
199157,2004,78,"FT"
199193,2004,90,"FT"
199218,2004,86,"FT"
199263,2004,50,"FT"
199281,2004,67,"FT"
199324,2004,56,"FT"
199333,2004,37,"FT"
199421,2004,54,"FT"
199449,2004,55,"FT"
199467,2004,52,"FT"
199476,2004,38,"FT"
199485,2004,40,"FT"
199494,2004,62,"FT"
199625,2004,15,"FT"
199634,2004,60,"FT"
199643,2004,69,"FT"
199722,2004,56,"FT"
199731,2004,42,"FT"
199740,2004,65,"FT"
199768,2004,61,"FT"
199786,2004,63,"FT"
199795,2004,69,"FT"
199838,2004,55,"FT"
199856,2004,62,"FT"
199892,2004,60,"FT"
199908,2004,66,"FT"
199926,2004,59,"FT"
199953,2004,48,"FT"
199999,2004,78,"FT"
200059,2004,59,"FT"
200192,2004,54,"FT"
200208,2004,47,"FT"
200253,2004,62,"FT"
200280,2004,75,"FT"
200305,2004,60,"FT"
200314,2004,45,"FT"
200332,2004,80,"FT"
200341,2004,87,"FT"
200800,2004,64,"FT"
201131,2004,75,"FT"
201283,2004,56,"FT"
201432,2004,55,"FT"
201441,2004,78,"FT"
201690,2004,51,"FT"
201885,2004,77,"FT"
202134,2004,59,"FT"
202356,2004,50,"FT"
202806,2004,66,"FT"
202888,2004,74,"FT"
203155,2004,52,"FT"
203447,2004,56,"FT"
203456,2004,59,"FT"
203465,2004,61,"FT"
203474,2004,55,"FT"
203483,2004,59,"FT"
203492,2004,64,"FT"
203517,2004,72,"FT"
203526,2004,67,"FT"
203599,2004,42,"FT"
203757,2004,45,"FT"
204006,2004,58,"FT"
204015,2004,52,"FT"
204121,2004,33,"FT"
204422,2004,45,"FT"
204440,2004,58,"FT"
204671,2004,58,"FT"
204680,2004,56,"FT"
204699,2004,61,"FT"
204705,2004,56,"FT"
204796,2004,88,"FT"
204820,2004,58,"FT"
204839,2004,53,"FT"
204848,2004,56,"FT"
204857,2004,82,"FT"
204866,2004,66,"FT"
204945,2004,41,"FT"
204981,2004,87,"FT"
205203,2004,61,"FT"
205443,2004,55,"FT"
205841,2004,63,"FT"
205966,2004,53,"FT"
206011,2004,53,"FT"
206084,2004,66,"FT"
206604,2004,71,"FT"
206613,2004,72,"FT"
206695,2004,70,"FT"
206914,2004,52,"FT"
206923,2004,74,"FT"
206941,2004,62,"FT"
206996,2004,58,"FT"
207041,2004,64,"FT"
207050,2004,54,"FT"
207069,2004,52,"FT"
207263,2004,66,"FT"
207281,2004,30,"FT"
207290,2004,59,"FT"
207388,2004,79,"FT"
207449,2004,49,"FT"
207500,2004,84,"FT"
207582,2004,73,"FT"
207661,2004,46,"FT"
207740,2004,44,"FT"
207847,2004,59,"FT"
207865,2004,60,"FT"
207935,2004,50,"FT"
207971,2004,84,"FT"
208035,2004,47,"FT"
208053,2004,74,"FT"
208275,2004,54,"FT"
208318,2004,50,"FT"
208406,2004,46,"FT"
208415,2004,39,"FT"
208646,2004,66,"FT"
209074,2004,60,"FT"
209506,2004,72,"FT"
209542,2004,81,"FT"
209551,2004,85,"FT"
209746,2004,58,"FT"
209807,2004,66,"FT"
209940,2004,49,"FT"
210146,2004,63,"FT"
210155,2004,47,"FT"
210234,2004,45,"FT"
210270,2004,47,"FT"
210429,2004,65,"FT"
210605,2004,58,"FT"
210784,2004,94,"FT"
211006,2004,91,"FT"
211307,2004,71,"FT"
211316,2004,83,"FT"
211343,2004,58,"FT"
211477,2004,68,"FT"
211927,2004,59,"FT"
212054,2004,82,"FT"
212115,2004,79,"FT"
212267,2004,88,"FT"
212276,2004,79,"FT"
212328,2004,78,"FT"
212337,2004,73,"FT"
212355,2004,71,"FT"
212382,2004,79,"FT"
212391,2004,82,"FT"
212753,2004,67,"FT"
212869,2004,55,"FT"
212878,2004,49,"FT"
213020,2004,76,"FT"
213400,2004,70,"FT"
213455,2004,73,"FT"
213491,2004,82,"FT"
213525,2004,59,"FT"
213659,2004,63,"FT"
214041,2004,79,"FT"
214111,2004,59,"FT"
214379,2004,62,"FT"
215239,2004,61,"FT"
215530,2004,80,"FT"
215585,2004,43,"FT"
215886,2004,91,"FT"
216010,2004,80,"FT"
216339,2004,85,"FT"
216825,2004,57,"FT"
216931,2004,80,"FT"
217059,2004,81,"FT"
217235,2004,71,"FT"
217420,2004,79,"FT"
217475,2004,58,"FT"
217484,2004,79,"FT"
217615,2004,57,"FT"
217712,2004,50,"FT"
217794,2004,99,"FT"
217837,2004,51,"FT"
217882,2004,89,"FT"
217989,2004,32,"FT"
218025,2004,60,"FT"
218140,2004,46,"FT"
