"ID","Year","Retention","Type"
197966,2014,57,"FT"
198011,2014,47,"FT"
198039,2014,73,"FT"
198084,2014,60,"FT"
198118,2014,59,"FT"
198136,2014,72,"FT"
198154,2014,70,"FT"
198206,2014,59,"FT"
198233,2014,71,"FT"
198251,2014,58,"FT"
198260,2014,55,"FT"
198321,2014,56,"FT"
198330,2014,59,"FT"
198367,2014,57,"FT"
198376,2014,60,"FT"
198455,2014,59,"FT"
198464,2014,81,"FT"
198534,2014,48,"FT"
198543,2014,74,"FT"
198552,2014,56,"FT"
198570,2014,72,"FT"
198622,2014,41,"FT"
198640,2014,53,"FT"
198668,2014,65,"FT"
198710,2014,66,"FT"
198729,2014,57,"FT"
198774,2014,67,"FT"
198817,2014,50,"FT"
198905,2014,55,"FT"
198914,2014,65,"FT"
198923,2014,56,"FT"
198969,2014,63,"FT"
198987,2014,52,"FT"
199023,2014,53,"FT"
199032,2014,58,"FT"
199069,2014,70,"FT"
199087,2014,57,"FT"
199102,2014,79,"FT"
199139,2014,82,"FT"
199148,2014,78,"FT"
199157,2014,77,"FT"
199193,2014,93,"FT"
199218,2014,84,"FT"
199263,2014,60,"FT"
199281,2014,68,"FT"
199324,2014,65,"FT"
199333,2014,53,"FT"
199421,2014,73,"FT"
199449,2014,60,"FT"
199467,2014,61,"FT"
199476,2014,44,"FT"
199485,2014,54,"FT"
199494,2014,33,"FT"
199625,2014,43,"FT"
199634,2014,54,"FT"
199643,2014,42,"FT"
199722,2014,50,"FT"
199731,2014,65,"FT"
199740,2014,58,"FT"
199759,2014,79,"FT"
199768,2014,71,"FT"
199786,2014,61,"FT"
199795,2014,50,"FT"
199838,2014,78,"FT"
199856,2014,72,"FT"
199892,2014,62,"FT"
199908,2014,60,"FT"
199926,2014,57,"FT"
199953,2014,45,"FT"
199999,2014,79,"FT"
200004,2014,78,"FT"
200059,2014,57,"FT"
200192,2014,62,"FT"
200208,2014,27,"FT"
200253,2014,67,"FT"
200280,2014,80,"FT"
200305,2014,71,"FT"
200314,2014,53,"FT"
200332,2014,80,"FT"
200341,2014,47,"FT"
200484,2014,63,"FT"
200572,2014,70,"FT"
200800,2014,74,"FT"
201034,2014,66,"FT"
201131,2014,67,"FT"
201159,2014,90,"FT"
201283,2014,63,"FT"
201432,2014,51,"FT"
201441,2014,76,"FT"
201690,2014,51,"FT"
201885,2014,86,"FT"
202134,2014,70,"FT"
202356,2014,55,"FT"
202480,2014,91,"FT"
202657,2014,72,"FT"
202806,2014,22,"FT"
202888,2014,71,"FT"
202903,2014,78,"FT"
203155,2014,54,"FT"
203438,2014,82,"FT"
203447,2014,55,"FT"
203456,2014,54,"FT"
203465,2014,64,"FT"
203474,2014,58,"FT"
203483,2014,61,"FT"
203492,2014,58,"FT"
203517,2014,82,"FT"
203526,2014,57,"FT"
203544,2014,63,"FT"
